Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Net Income/Starting Line;Depreciation & Amortization;Provision for Loan Losses;Non-Cash Items;Change in Working Capital;Net Cash from Operating Activities;Change in Fixed Assets & Intangibles;Net Change in Loans & Interbank;Net Cash from Acquisitions & Divestitures;Net Cash from Investing Activities;Dividends Paid;Cash from (Repayment of) Debt;Cash from (Repurchase of) Equity;Net Cash from Financing Activities;Effect of Foreign Exchange Rates;Net Change in Cash
FKYS;12444425;USD;2024;FY;2024-12-31;2025-03-26;2026-03-30;6170000;6170000;-13203000;946000;1640000;22665000;-3403000;8645000;-1728000;-37740000;;-33158000;-5645000;-35042000;;24754000;;241000
FLIC;9075854;USD;2020;FY;2020-12-31;2021-03-12;2021-03-12;23859119;23913034;41203000;4195000;3006000;2176000;-4545000;46035000;-3008000;152649000;;198795000;-17421000;-224644000;-8123000;-72616000;;172214000
FLIC;9075854;USD;2021;FY;2021-12-31;2022-03-09;2024-03-08;23655635;23762983;43089000;4905000;-2573000;4789000;-2522000;47688000;-7697000;-72215000;;-180901000;-18261000;4204000;-13894000;-34294000;;-167507000
FMAO;939566;USD;2020;FY;2020-12-31;2021-02-24;2023-02-24;11061391;11061391;20095000;3251000;6981000;207657000;-210602000;27382000;-2996000;-344000;;-177724000;-7186000;-25327000;-383000;274752000;;124410000
FMBH;743187;USD;2020;FY;2020-12-31;2021-03-08;2023-03-03;16716880;16762856;45270000;11721000;16103000;186631000;-196184000;63541000;-409000;-445694000;;-562422000;-12814000;74253000;397000;831082000;;332201000
FMBH;743187;USD;2021;FY;2021-12-31;2022-03-02;2023-03-03;18086949;18135380;51490000;14449000;15151000;145997000;-157491000;69596000;5801000;-32032000;27061000;-482499000;-14721000;-35083000;1611000;164224000;;-248679000
FMBI;1143185;USD;2020;FY;2020-12-31;2021-03-01;2021-03-01;112355000;112702000;107898000;27658000;98615000;829842000;-928972000;135041000;-9563000;-1176679000;140271000;-1095409000;-72585000;-123876000;198630000;1778391000;;818023000
FMCB;11795230;USD;2020;FY;2020-12-31;2021-03-15;2023-03-15;793337;793337;58734000;2769000;4500000;-843000;-7041000;58119000;-7628000;-427049000;;-736754000;-11700000;;-2834000;767714000;;89079000
FMCB;11795230;USD;2021;FY;2021-12-31;2022-03-16;2024-03-14;789646;789646;66336000;2632000;1910000;-1108000;-9807000;59963000;-373000;-137216000;;-296150000;-12075000;;;567810000;;331623000
FMNB;7962852;USD;2020;FY;2020-12-31;2021-03-04;2023-03-09;28266509;28393996;41876000;3122000;9100000;-8708000;3676000;49066000;-3696000;-86741000;-2204000;-159887000;-12654000;-97089000;-14238000;294682000;;183861000
FMNB;7962852;USD;2021;FY;2021-12-31;2022-03-09;2024-03-07;29167357;29279787;51844000;7094000;4649000;-8943000;289000;54933000;-1375000;231516000;83773000;-423613000;-14072000;2000;-164000;226849000;;-141831000
FMNB;7962852;USD;2022;FY;2022-12-31;2023-03-09;2025-03-06;31677778;32074000;60597000;9716000;250000;-2036000;12559000;81086000;-2559000;-77198000;-1033000;-205092000;-22004000;95000000;0;86767000;;-37239000
FMNB;7962852;USD;2023;FY;2023-12-31;2024-03-07;2026-03-05;37384122;37498269;49932000;8252000;8718000;-1932000;-2540000;62430000;-3880000;-55134000;-13175000;78434000;-25396000;185000000;-11544000;-112757000;;28107000
FMNB;7962852;USD;2024;FY;2024-12-31;2025-03-06;2026-03-05;37327848;37511885;45949000;6955000;8244000;-1515000;4301000;63934000;-11692000;-76768000;-600000;-92444000;-25388000;-52535000;0;10590000;;-17920000
FNB;446814;USD;2020;FY;2020-12-31;2021-02-25;2023-02-24;323368639;325487964;286000000;-3000000;123000000;1759000000;-2052000000;113000000;-41000000;-2604000000;;-1822000000;;-1658000000;-203000000;2493000000;;784000000
FNB;446814;USD;2021;FY;2021-12-31;2022-02-24;2024-02-26;321520000;323024522;405000000;10000000;1000000;-35000000;149000000;530000000;-58000000;558000000;;-153000000;;-680000000;-207000000;1733000000;;2110000000
FNB;446814;USD;2022;FY;2022-12-31;2023-02-24;2025-02-27;323215116;323215116;439000000;73000000;64000000;1206000000;-564000000;1218000000;-95000000;-2831000000;188000000;-3055000000;;-29000000;-222000000;18000000;;-1819000000
FNB;446814;USD;2023;FY;2023-12-31;2024-02-26;2026-02-24;360743462;362897806;485000000;78000000;72000000;1120000000;-1332000000;423000000;-88000000;-2442000000;;-2261000000;;2012000000;-218000000;1740000000;;-98000000
FNB;446814;USD;2024;FY;2024-12-31;2025-02-27;2026-02-24;361444439;362637604;465000000;67000000;80000000;1452000000;-1422000000;642000000;-139000000;-1314000000;;-1703000000;;-211000000;-291000000;1904000000;;843000000
FNCB;12444423;USD;2020;FY;2020-12-31;2021-03-12;2022-03-11;20210439;20212187;15347000;1628000;1941000;11360000;4209199;19575000;-1689000;-70820000;;-132749000;-4447000;-46909000;37000;234420000;;121246000
FNCB;12444423;USD;2021;FY;2021-12-31;2022-03-11;2023-03-10;20111430;20126853;21371000;1567000;166000;5538000;2835946;24158000;-1290000;-73238000;;-260763000;-5427000;20000000;-2339000;179814000;;-56791000
FNLC;9075794;USD;2020;FY;2020-12-31;2021-03-05;2023-03-10;10851600;10939113;27129000;2221000;6050000;124063000;-136765000;22698000;-2473000;-203921000;-6777000;-250071000;-13329000;77083000;514000;239152000;;11779000
FNLC;9075794;USD;2021;FY;2021-12-31;2022-03-11;2024-03-08;10903844;10987179;36269000;2039000;-375000;115881000;-97121000;56693000;-3754000;-181772000;;-201749000;-13948000;-125696000;436000;139478000;;-5578000
FNLC;9075794;USD;2022;FY;2022-12-31;2023-03-10;2025-03-07;10972414;10972414;38990000;2053000;;25744000;-25574000;41213000;-1366000;-204639000;;-247580000;-14779000;-32859000;519000;208461000;;2094000
FNLC;9075794;USD;2023;FY;2023-12-31;2024-03-08;2026-03-06;10998041;11081888;29518000;2133000;;5240000;28000;36919000;-2632000;-214872000;;-199808000;-15418000;-33831000;567000;172103000;;9214000
FNLC;9075794;USD;2024;FY;2024-12-31;2025-03-07;2026-03-06;11051829;11138835;27045000;2235000;;8970000;-12203000;26047000;-1471000;-230769000;;-217420000;-15803000;76626000;655000;187067000;;-4306000
FNRN;12444646;USD;2020;FY;2020-12-31;2021-03-08;2022-03-14;17182277;17335533;12161000;943000;;82331000;-82845000;12590000;-862000;-112559000;;-201539000;-8000;5000000;111000;344633000;;155684000
FNRN;12444646;USD;2021;FY;2021-12-31;2022-03-14;2023-03-10;17914564;18142816;14186000;764000;-1500000;74441000;-62616000;25275000;-803000;27114000;;-186378000;-8000;-5000000;-5277000;239855000;;78752000
FNWB;9076010;USD;2020;FY;2020-12-31;2021-03-15;2022-03-18;9133953;9402198;10340000;1375000;5046000;-11578000;8073000;13256000;-1818000;-267994000;;-315954000;-2185000;-2953000;-7413000;319114000;;16416000
FNWB;9076010;USD;2021;FY;2021-12-31;2022-03-18;2023-03-17;9133953;9228740;14979000;1437000;1350000;-3713000;1102000;15155000;-6019000;-210120000;63545000;-136864000;-2533000;9246000;-5979000;182570000;;60861000
FRAF;12444429;USD;2020;FY;2020-12-31;2021-03-11;2022-03-18;4357000;4366000;12800000;1330000;4625000;97425000;-109745000;6435000;-484000;-80511000;;-277314000;-5226000;19541000;701000;244197000;;-26682000
FRAF;12444429;USD;2021;FY;2021-12-31;2022-03-10;2023-03-10;4420000;4440000;19616000;1202000;-2100000;113129000;-105498000;26349000;-8807000;14796000;;-133938000;-5524000;;1330000;225592000;;118003000
FRAF;12444429;USD;2022;FY;2022-12-31;2023-03-10;2024-03-11;4357000;4357000;14938000;1437000;650000;59381000;-51162000;25244000;-12218000;-56029000;;-95055000;-5658000;;-1870000;-40439000;;-110250000
FRAF;12444429;USD;2023;FY;2023-12-31;2024-03-11;2025-03-14;4374000;4381000;13598000;2016000;2724000;18813000;-10586000;26565000;-499000;-198193000;;-178267000;-5595000;130000000;-992000;109943000;;-41759000
FRAF;12444429;USD;2024;FY;2024-12-31;2025-03-14;2026-03-13;4403000;4414000;11099000;2090000;1983000;47519000;-40936000;21755000;-2567000;-136922000;;-184366000;-5629000;70000000;1044000;343084000;;180473000
FRBK;1169746;USD;2020;FY;2020-12-31;2021-03-11;2022-10-26;58853000;58904000;5054000;8177000;4200000;477055000;-726663;-10729000;-14391000;-896991000;;-1078205000;-923000;633866000;48366000;1695915000;;606981000
FRBK;1169746;USD;2021;FY;2021-12-31;2022-10-26;2022-10-26;58853000;58904000;25176000;8416000;5750000;408471000;4169806;82626000;-12686000;144733000;;-1279310000;-3500000;-633866000;205000;540268000;;-656416000
FRST;10656638;USD;2022;FY;2022-12-31;2023-03-15;2025-04-29;24438309;24600555;14148000;7433000;11271000;-24569000;4152000;12435000;-1012000;-613700000;-4554000;-616855000;-9853000;205746000;561000;152113000;;-452307000
FSBC;10656502;USD;2020;FY;2020-12-31;2021-02-25;2022-02-25;16265273;16265273;35928000;461000;9000000;103976000;-97890000;51475000;-833000;-334598000;;-372630000;-26369000;-25000000;13400000;434282000;;113127000
FSBC;10656502;USD;2021;FY;2021-12-31;2022-02-25;2023-02-24;14972637;14995213;42441000;607000;1700000;37047000;-53138000;28657000;-717000;-417641000;;-455011000;-51942000;;111243000;561190000;;134836000
FSBC;10656502;USD;2022;FY;2022-12-31;2023-02-24;2025-02-28;17128282;17165610;44801000;1636000;6700000;51420000;-58884000;45673000;-481000;-843668000;;-836620000;-15301000;146250000;;625609000;;-165338000
FSBC;10656502;USD;2023;FY;2023-12-31;2024-02-23;2026-02-27;17166592;17187969;47734000;1612000;4000000;36201000;-50633000;38914000;-653000;-280323000;;-279278000;-12943000;70000000;;301949000;;61585000
FSBC;10656502;USD;2024;FY;2024-12-31;2025-02-28;2026-02-27;20154385;20205440;45671000;1877000;6950000;19934000;-22646000;51786000;-628000;-441106000;;-446744000;-16243000;-170000000;80870000;425725000;;30767000
FSBW;9075842;USD;2020;FY;2020-12-31;2021-03-16;2023-03-16;17183370;17509030;39264000;13618000;13036000;1623197000;-1721432000;-32317000;-1379000;-221905000;;-270690000;-3574000;80945000;-9963000;348805000;;45798000
FULT;1234770;USD;2020;FY;2020-12-31;2021-03-01;2022-02-28;162242000;163071000;178040000;60132000;76920000;1481687000;-1639414000;157365000;-20237000;-2072831000;-1884000;-2499480000;-90956000;157313000;160505000;3672156000;;1330041000
FULT;1234770;USD;2021;FY;2021-12-31;2022-02-28;2024-03-01;161210000;162355000;275497000;29391000;-14600000;1052159000;-1004056000;338391000;16283000;714116000;-1982000;-210086000;-112028000;-923315000;-36472000;-337523000;;-209218000
FUNC;9076046;USD;2020;FY;2020-12-31;2021-03-25;2022-03-25;7004000;7013000;13841000;3301000;5401000;-4273000;-2101000;16169000;-1604000;-122589000;;-191281000;-3646000;432000;-2556000;274565000;;99453000
FUNC;9076046;USD;2021;FY;2021-12-31;2022-03-25;2023-03-24;6710000;6717000;19770000;3269000;-817000;-675000;-1526000;20021000;-1088000;17018000;;-28425000;-3891000;-61461000;-6964000;-25308000;;-33712000
GBCI;1059909;USD;2020;FY;2020-12-31;2021-03-01;2023-02-24;94883864;94932353;266400000;30790000;39765000;-113154000;-34256000;189545000;-11717000;-1131097000;43713000;-3563696000;-131263000;-38025000;993000;3676332000;;302181000
GCBC;7962976;USD;2021;FY;2021-06-30;2021-08-10;2022-09-09;34053656;34053656;23942000;775000;3974000;-2683000;1745000;27753000;-952000;-92797000;;-417137000;-2430000;-2907000;;498696000;;109312000
GCBC;7962976;USD;2022;FY;2022-06-30;2022-09-09;2023-09-08;34053656;34053656;27986000;826000;3278000;-1725000;4989000;35354000;-976000;-143406000;;-471183000;-2634000;150201000;;355063000;;-80766000
GCBC;7962976;USD;2023;FY;2023-06-30;2023-09-08;2024-09-06;17026828;17026828;30785000;871000;-1071000;1588000;-4064000;28109000;-1335000;-153318000;;661000;-2191000;-123700000;;98666000;;127436000
GCBC;7962976;USD;2024;FY;2024-06-30;2024-09-06;2025-09-05;17026828;17026828;24769000;928000;766000;-1464000;-91000;24908000;-1144000;-96305000;;-129235000;-3240000;149456000;;98277000;;-6050000
GS;60439;USD;2020;FY;2020-12-31;2021-02-22;2023-02-24;356400000;360300000;9459000000;1902000000;3098000000;-11921000000;-21073000000;-18535000000;-3339000000;-11173000000;-231000000;-34356000000;-2336000000;6714000000;-1940000000;70380000000;4807000000;22296000000
GS;60439;USD;2021;FY;2021-12-31;2022-02-25;2024-02-23;346600000;352300000;21635000000;2015000000;357000000;-67705000000;49996000000;6298000000;-734000000;-35520000000;;-30465000000;-2725000000;39131000000;-5703000000;134738000000;-5377000000;105194000000
GS;60439;USD;2022;FY;2022-12-31;2023-02-24;2025-02-27;346600000;352300000;11261000000;2455000000;2715000000;-99325000000;91602000000;8708000000;-1042000000;-25228000000;-2115000000;-75960000000;-3682000000;38147000000;-3500000000;59602000000;-11561000000;-19211000000
GS;60439;USD;2023;FY;2023-12-31;2024-02-23;2026-02-25;340800000;345800000;8516000000;4856000000;1028000000;160952000000;-187939000000;-12587000000;962000000;-5353000000;487000000;-17312000000;-4189000000;-4713000000;-5300000000;27800000000;1851000000;-248000000
GS;60439;USD;2024;FY;2024-12-31;2025-02-27;2026-02-25;328100000;333600000;14276000000;2392000000;1348000000;70445000000;-101673000000;-13212000000;-478000000;-17045000000;3622000000;-49624000000;-4497000000;10581000000;-5961000000;7323000000;-3972000000;-59485000000
HAFC;7962842;USD;2021;FY;2021-12-31;2022-02-28;2024-02-29;30393559;30471747;98677000;13797000;;-29109000;10364000;93729000;-2679000;-264104000;;-447039000;-16514000;82386000;-6135000;570426000;;217116000
HBAN;378164;USD;2020;FY;2020-12-31;2021-02-26;2023-02-17;1017117000;1032683000;817000000;367000000;1048000000;-16000000;-893000000;1323000000;-119000000;-6614000000;;-8639000000;-698000000;-4039000000;896000000;12741000000;;5425000000
HBAN;378164;USD;2021;FY;2021-12-31;2022-02-18;2024-02-16;1444000000;1471000000;1297000000;391000000;25000000;53000000;296000000;2062000000;-247000000;3339000000;-152000000;-4010000000;-888000000;-3874000000;-864000000;875000000;;-1073000000
HBAN;378164;USD;2022;FY;2022-12-31;2023-02-17;2025-02-14;1017000000;1017000000;2249000000;484000000;289000000;424000000;581000000;4027000000;-214000000;-9452000000;-223000000;-11634000000;-1010000000;5148000000;;8789000000;;1182000000
HBAN;378164;USD;2023;FY;2023-12-31;2024-02-16;2026-02-13;1446449000;1468016000;1971000000;798000000;402000000;-205000000;-309000000;2657000000;-140000000;-4706000000;;-2997000000;-1034000000;1294000000;235000000;3765000000;;3425000000
HBAN;378164;USD;2024;FY;2024-12-31;2025-02-14;2026-02-13;1451421000;1476442000;1960000000;622000000;420000000;72000000;-1259000000;1815000000;-143000000;-10568000000;;-12119000000;-1046000000;3316000000;-410000000;13022000000;;2718000000
HBCP;9075828;USD;2020;FY;2020-12-31;2021-03-09;2023-03-09;8674000;8704000;24765000;3063000;12728000;293721000;-285247000;49030000;1443000;-271730000;;-262290000;-7903000;-9572000;-13996000;361365000;;148105000
